Sour Jujube Decoction,Ziziphi Spinosae Semen; Chuanxiong Rhizoma; Glycyrrhizae Radix et Rhizoma; Anemarrhenae Rhizoma; Poria,"Nourishes blood and calms the mind, clears heat and relieves vexation.","Suan Zao Ren Tang is indicated for deficiency of liver-blood with internal deficiency heat. The symptoms are vexation, insomnia, palpitations, restlessness, dizziness, dry throat, dry mouth, a red tongue, and a wiry, thin pulse."
Lonicera and Forsythia Powder,Forsythiae Fructus; Lonicerae Japonicae Flos; Platycodonis Radix; Menthae Haplocalycis Herba; Lophatheri Herba; Glycyrrhizae Radix et Rhizoma; Schizonepetae Herba; Sojae Semen Praeparatum; Arctii Fructus,"Vents the exterior with acrid-cool, clears heat, and resolves toxin.","Yin Qiao San is indicated for the early stage of a warm disease. The symptoms are fever, slight aversion to cold, absent or inhibited sweating, headache, thirst, cough, and sore throat. The tip of the tongue is red with a thin, yellow coating, and the pulse is superficial and rapid."
Humor-Increasing Decoction,Scrophulariae Radix; Ophiopogonis Radix; Rehmanniae Radix,Increases body fluids to moisten dryness.,"Zeng Ye Tang is indicated for yangming warm-febrile disease with fluid inadequacy and constipation. The symptoms are constipation and thirst. The tongue is red and dry, and the pulse is thin and rapid or deep and forceless."
Polyporus Decoction,Polyporus; Poria; Alismatis Rhizoma; Asini Corii Colla; Talcum,"Promotes urination, nourishes yin, and clears heat.","Zhu Ling Tang is indicated for patterns of binding water and heat. The symptoms are dysuria, fever, thirst with a desire to drink, vexation, insomnia, coughing, vomiting, nausea, and diarrhea. The tongue is red with a white or slightly yellow coating and the pulse is thready and rapid. It is also indicated for blood strangury marked by difficult, painful urination as well as pain and distension of the abdomen."
Yin-Nourishing and Lung-Clearing Decoction,Rehmanniae Radix; Ophiopogonis Radix; Glycyrrhizae Radix et Rhizoma; Scrophulariae Radix; Fritillariae Thunbergii Bulbus; Moutan Cortex; Menthae Haplocalycis Herba; Paeoniae Radix Alba,"Nourishes yin and clears lung heat, resolves toxins and improves the condition of the throat.","Yang Yin Qing Fei Tang is indicated for diphtheria due to yin deficiency and dryness-heat. The symptoms include white, curd-like spots in the throat that are hard to scrape off, a swollen and sore throat, with or without fever at the beginning of the disease, dry nose and lips, with or without coughing, raspy breathing resembling wheezing, a rapid, forceless or thin, rapid pulse."
Red-Guiding Powder,Rehmanniae Radix; Akebiae Caulis; Glycyrrhizae Radix et Rhizoma,"Clears heart fire, nourishes yin, and promotes urination.","This formula is indicated for intense heat in the heart channel. The symptoms are vexing heat in the chest, sores in the mouth and tongue, thirst, red complexion, preference for cold drinks, difficult and painful urination that is dark, a red tongue, and a rapid pulse."
Tangerine Peel and Bamboo Shavings Decoction,Citri Reticulatae Pericarpium; Bambusae Caulis in Taenias; Jujubae Fructus; Zingiberis Rhizoma Recens; Glycyrrhizae Radix et Rhizoma; Ginseng Radix et Rhizoma,"Directs counterflow downward, relieves hiccup, boosts qi, and clears heat.","Ju Pi Zhu Ru Tang is indicated for hiccups due to stomach deficiency with heat. The symptoms are hiccups, belching, restlessness, shortness of breath, and thirst. The tongue is red and tender. The pulse is weak and rapid."
Pubescent Angelica and Mistletoe Decoction,Angelicae Pubescentis Radix; Taxilli Herba; Eucommiae Cortex; Achyranthis Bidentatae Radix; Asari Radix et Rhizoma; Gentianae Macrophyllae Radix; Poria; Cinnamomi Cortex; Saposhnikoviae Radix; Chuanxiong Rhizoma; Ginseng Radix et Rhizoma; Glycyrrhizae Radix et Rhizoma; Angelicae Sinensis Radix; Paeoniae Radix Alba; Rehmanniae Radix,"Dispels wind-dampness, relieves pain, boosts the liver and kidney, supplements qi and blood.","This formula is indicated for long-term bi syndrome associated with deficiency of the liver and kidney and insufficiency of qi and blood. The symptoms include pain and flaccidity of the waist and knees, disorder of flexion and extension of the joints, numbness, fear of cold with a preference for warmth, palpitations, and shortness of breath. The tongue is pale with a white coating and the pulse is thready and weak."
Gentian Liver-Draining Decoction,Gentianae Radix et Rhizoma; Scutellariae Radix; Gardeniae Fructus; Alismatis Rhizoma; Akebiae Caulis; Plantaginis Semen; Angelicae Sinensis Radix; Rehmanniae Radix; Bupleuri Radix; Glycyrrhizae Radix et Rhizoma,"Clears and drains excessive fire of the liver and gallbladder, and clears damp-heat in the liver channel.","1. Flaming up of excessive fire of the liver and gallbladder, which manifests as headache and red eyes, pain in the rib-side, bitter taste in the mouth, deafness, swelling of the ears, a red tongue with a yellow coating, and a forceful wiry, rapid pulse.2. Pouring downward of damp-heat in the liver channel, which manifests as vaginal swelling and itching, dampness or sweating at the exterior genitalia, painful urination with turbid urine, impotence, smelly yellow leukorrhea, a red tongue with a yellow greasy coating, and a slippery, wiry, rapid pulse."
Tortoise Shell and Deer Horn Two Immortals Glue,Cervi Cornu Pantotrichum; Testudinis Carapax et Plastrum; Ginseng Radix et Rhizoma; Lycii Fructus,"Enriches yin and supplements essence, boosts qi and strengthens yang.","Gui Lu er Xian Jiao is applicable for patterns of kidney yin and yang deficiency with essence and blood insufficiency. The clinical symptoms are marked by emaciation, impotence, spermatorrhea, infertility, dim-vision, and aching and weakness of waist and knees."
Fluid-Replenishing Decoction,Angelicae Sinensis Radix; Achyranthis Bidentatae Radix; Cistanches Herba; Alismatis Rhizoma; Cimicifugae Rhizoma; Aurantii Fructus,"Warms the kidney and supplements essence, moistens the intestines to promote defecation.","This formula is indicated for deficiency of kidney yang, essence, and blood. The symptoms are dry stool, clear and profuse urine, soreness and weakness of lower back and knees, dizziness, a pale tongue with a white coating, and a deep, slow and weak pulse."
Spleen-Restoring Decoction,Atractylodis Macrocephalae Rhizoma; Angelicae Sinensis Radix; Poria; Astragali Radix; Polygalae Radix; Longan Arillus; Ziziphi Spinosae Semen; Ginseng Radix et Rhizoma; Aucklandiae Radix; Glycyrrhizae Radix et Rhizoma,"Boosts qi, supplements blood; fortifies the spleen, and nourishes the heart.","1. Qi and blood deficiency of the heart and spleen marked by palpitations, amnesia, insomnia, night sweat, deficiency-heat, tiredness, reduced food intake, withered-sallow complexion, a pale tongue with a thin, white coating, and thready, weak pulses.2. Spleen deficiency that fails to control the blood marked by hematochezia, subcutaneous purpura, flooding and spotting (beng lou), early menstruation, profuse pale menses, persistent vaginal bleeding, a pale tongue, and thready, weak pulses."
White-Draining Powder,Lycii Cortex; Mori Cortex; Glycyrrhizae Radix et Rhizoma,Clears and drains the heat constraint and relieves coughing and panting.,"This formula is indicated for coughing and panting caused by lung heat. The symptoms are coughing, panting, and steaming heat of skin that worsens in the late afternoon, a red tongue body with a yellow coating, and a thready, rapid pulse."
Liver-Sedating and Wind-Extinguishing Decoction,Achyranthis Bidentatae Radix; Haematitum; Draconis Os; Ostreae Concha; Testudinis Carapax et Plastrum; Paeoniae Radix Alba; Scrophulariae Radix; Asparagi Radix; Toosendan Fructus; Hordei Fructus Germinatus; Artemisiae Scopariae Herba; Glycyrrhizae Radix et Rhizoma,"Tranquilizes the liver and extinguishes wind, enriches yin and subdues yang.","Zhen Gan Xi Feng Tang is indicated for the pattern of apoplectic stroke. The symptoms are dizziness, vertigo, distension of eyes, tinnitus, headache with a warm sensation in the head, flushed face, and irritability; there may also be frequent belching, progressive difficulty in moving the extremities, and deviation of the mouth and eyes. In severe cases there is dizziness and falling down, unconsciousness, mental confusion with moments of clarity, and an inability to fully recover after loss of consciousness, and a wiry, long, and forceful pulse."
Perilla Fruit Qi-Descending Decoction,Perillae Fructus; Pinelliae Rhizoma; Angelicae Sinensis Radix; Glycyrrhizae Radix et Rhizoma; Peucedani Radix; Magnoliae Officinalis Cortex; Zingiberis Rhizoma Recens; Cinnamomi Cortex,"Directs qi downward, dispels phlegm, relieves cough and panting.","Su Zi Jiang Qi Tang is indicated for coughing or wheezing in patterns of upper excess and lower deficiency. The symptoms are phlegm-drool accumulation, chest and diaphragm fullness and oppression, coughing, panting, shortness of breath, and exhaling more than inhaling. It is accompanied by lumbago, weakness in the legs, fatigue, lassitude, or swollen limbs. The tongue coating is glossy, white or greasy, white, and the pulse is wiry and slippery."
Storax Pill,Styrax; Borneolum Syntheticum; Olibanum; Moschus; Benzoinum; Aucklandiae Radix; Cyperi Rhizoma; Santali Albi Lignum; Caryophylli Flos; Aquilariae Lignum Resinatum; Piperis Longi Fructus; Atractylodis Macrocephalae Rhizoma; Chebulae Fructus; Cinnabaris; Bubali Cornu,"Aromatically opens the orifices, moves qi and relieves pain.","Su He Xiang Wan is indicated for cold blockage. The symptoms are sudden fainting and locked jaw, unconsciousness, a white tongue coating, and a slow pulse. It is also indicated for sudden pain in the heart and abdomen as well as syncope due to cold blockage."
Turtle Shell Decocted Pill,Trionycis Carapax; Blackberry Lily Rhizome; Scutellariae Radix; Armadillidium Vulgare; Zingiberis Rhizoma; Rhei Radix et Rhizoma; Cinnamomi Ramulus; Pyrrosiae Folium; Magnoliae Officinalis Cortex; Trumpetcreeper Cortex; Asini Corii Colla; Bupleuri Radix; Catharsius Molossus; Paeoniae Radix Alba; Moutan Cortex; Eupolyphaga Steleophaga; Nidus Vespae; Natrii Sulfas; Persicae Semen; Dianthi Herba; Ginseng Radix et Rhizoma; Pinelliae Rhizoma; Lepidii Semen,"Moves qi, invigorates blood, dispels dampness, dissolves phlegm, softens hardness, and disperses concretions.","Bie Jia Jian Wan is indicated for chronic malaria with masses below the costal region and abdominal masses. Long-lasting malaria causes masses to gather underneath the costal region. It is called chronic malaria with masses. Symptoms include: Masses underneath the costal region that stay firm when pushed, abdominal pain, weak muscles, decreased appetite, occasional cold or fever, and inhibited menses."
Immature Bitter Orange and Glomus-Dispersing Pill,Zingiberis Rhizoma; Glycyrrhizae Radix et Rhizoma; Hordei Fructus Germinatus; Poria; Atractylodis Macrocephalae Rhizoma; Pinelliae Rhizoma; Ginseng Radix et Rhizoma; Magnoliae Officinalis Cortex; Aurantii Fructus Immaturus; Coptidis Rhizoma,"Disperses and relieves fullness, fortifies the spleen and harmonizes the stomach.","Spleen deficiency and qi stagnation with cold and heat combined, characterized by fullness below the heart, no desire to eat or drink, tiredness, lack of strength, difficult defecation, greasy, slight yellow tongue coating, and a wiry pulse."
Immature Bitter Orange Stagnation-Moving Pill,Rhei Radix et Rhizoma; Aurantii Fructus Immaturus; Medicata Massa Fermentata; Poria; Scutellariae Radix; Coptidis Rhizoma; Atractylodis Macrocephalae Rhizoma; Alismatis Rhizoma,"Promotes digestion, removes stagnation, clears heat, and removes dampness.","Food accumulation with damp-heat, marked by distending pain of the abdomen and stomach cavity, diarrhea, constipation, dark, scanty urine, a greasy yellow tongue coating, and a deep, forceful pulse."
"Immature Bitter Orange, Chinese Chive and Cinnamon Twig Decoction",Aurantii Fructus Immaturus; Magnoliae Officinalis Cortex; Allii Macrostemonis Bulbus; Cinnamomi Ramulus; Trichosanthis Fructus,"Unblocks yang and dissipates masses, dispels phlegm and lowers qi.","Zhi Shi Xie Bai Gui Zhi Tang is indicated for chest bi caused by chest yang weakness, phlegm obstruction, and counterflow qi. The symptoms are fullness and pain in the chest, chest pain radiating to the back, panting, cough, spitting, shortness of breath, hypochondriac qi counterflowing upward to heart and chest. The coating is white and greasy, and the pulse is deep, wiry or tight."
Poria Pill,Poria; Aurantii Fructus; Pinelliae Rhizoma; Natrii Sulfas,"Dries dampness and moves qi, softens hard masses and dissolves phlegm.","Fu Ling Wan is applicable to patterns of phlegm hidden in the middle jiao or lingering along the channels and collaterals. Clinical symptoms may involve aching pain or spasm of the arms, being unable to lift the arms, moving pain in the arms, numbness of the hands, and edema of the four limbs. The tongue coating is white and greasy, and the pulse is deep and thin or wiry and slippery."
Hypoglaucae Root Turbidity-Clearing Powder,Alpiniae Oxyphyllae Fructus; Dioscoreae Hypoglaucae Rhizoma; Acori Tatarinowii Rhizoma; Linderae Radix,"Warms the kidney and drains dampness, raises the clear and removes turbidity.","Bi Xie Fen Qing San is indicated for chylous strangury and gonorrhea due to deficiency-cold of the lower jiao. The symptoms are frequent turbid urination that is white like rice-washed water and mushy or creamy. The tongue is pale with a white coating, and the pulse is deep."
Agastache Qi-Correcting Powder,Arecae Pericarpium; Angelicae Dahuricae Radix; Perillae Folium; Poria; Pinelliae Rhizoma; Atractylodis Macrocephalae Rhizoma; Citri Reticulatae Pericarpium; Magnoliae Officinalis Cortex; Platycodonis Radix; Pogostemonis Herba; Glycyrrhizae Radix et Rhizoma,"Releases the exterior and removes dampness, rectifies qi and harmonizes the center.","Huo Xiang Zheng Qi San is indicated for the contraction of exogenous wind-cold and internal damage by internal dampness. The symptoms include aversion to co1d with fever, headache, chest and diaphragm distension and depression, abdominal pain, nausea, vomiting, bowel sounds and diarrhea. The tongue has a white, greasy tongue coating. It can also be used to treat conditions that are contracted from the clouds and mists in the mountains, malaria, etc."
