Lilii Bulbus,Leaves,"The dried fleshy bulb of Lilium lancifolium Thunb, Lilium brownie F. E. Brown var. viridulum Baker, or Lilium pumilum DC. (Liliaceae).","Primarily produced in Chinese provinces of Sichuan, Yunnan, Guizhou, Hunan, Hubei, Shaanxi.",Sweet; cold,"Nourishes yin, moistens the lung, clear the heart, calms the spirit. Apply to lingering cough induced by yin deficiency, bloody sputum, deficient restlessness and terror, insomnia and dreaminess, absent-mindedness.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00340.jpg,Tonifying Medicinals
Carthami Flos,Flowers,The dried flower of Carthamus tinctorius L.(Asteraceae),"Primarily produced in the Chinese provinces of Henan, Hubei, Sichuan, Yunnan, Zhejiang.",Acrid; warm.,"Boosts blood, frees channels, disperses stasis, stops pains. Apply to menostasia, painful menstruation, retention of the lochia, abdominal mass, chest impediment and pain, abdominal stagnation and pain, chest and flank sting, traumatic injury, sore swelling pain.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00319.jpg,Blood-activating and Stasis-removing Medicinals
Aurantii Fructus,Fruits and seeds,"The dried immature fruit of Citrus aurantium L.(Rutaceae), and its cultivars.","Primarily produced in the Chinese provinces of Sichuan, Hunan, Jiangxi.","Acrid, bitter, sour, warm.","Moves qi, expands the center, moves stagnation, eliminates swelling.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00222.jpg,Qi-regulating Medicinals
Peucedani Radix,Roots and rhizomes,The dried root of Peucedanum praeruptorum Dunn and Peucedanum decursivum (Miq.) Maxim.(Apiaceae),"Primarily produced in the Chinese provinces of Zhejiang, Sichuan, Hunan.","Acrid, bitter, slightly cold","Disperses wind and heat, downbears qi, resolves phlegm. Apply to wind-heat common cold, cough with phlegm, yellow phlegm.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00093.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Stephaniae Tetrandrae Radix,Roots and rhizomes,The dried root of Stephania tetrandra S. Moore (Menispermaceae).,"Primarily produced in the Chinese provinces of Hunan, Hubei, Jiangxi, Anhui.",Bitter; cold.,"Promotes urination, reduces swelling, dispels wind, relieves pain. apply to edema and beriberi, difficulty in micturition, wind-damp impediment, rheumatic arthralgia, hypertension. According to common views, Han fang ji has stronger effect of promotes urination and reduces swelling; Mu fang ji has stronger effect of dispels wind and relieves pain.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00055.jpg,Wind-damp-dispelling Medicinals
Sepiae Endoconcha,Zoological substances,The dried inner shell of Sepiella maindroni de Rochebrune or Sepia esculenta Hoyle. (Sepildae).,Primarily produced along the coast of Shandong.,"Salty, astringent, warm","Astringes to stop bleeding, astringes essence, relieves vaginal discharge, controls acidity, closes sores. Apply to stomach pain and acid regurgitation, hematemesis, epistaxis, metrorrhagia and metrostaxis, hematochezia, spermatorrhea, red and white vaginal discharge, ulcer, externally used to traumatic bleeding, sore and purulence.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00378.jpg,Astringent Medicinals
Galla Chinensis,Others,"The gallnut created on the tree Rhus chinensis Mill., Rhus potaninii Maxim., Rhus pun-jabensis Stew. var. sinica (Diels) Rehd. et Wils.(Anacardiaceae), by the parasitic Chinese sumac aphid Melaphis chinensis (Bell) Baker. Harvested in autumn, boiled briefly in water or steamed until the surface becomes gray to kill the aphids and dried. Differed by different shape into ‘du bei’ and ‘jiao bei’.","Primarily produced in the Chinese provinces of Sichuan, Yunnan, Guizhou.","Sour, astringent, cold.","Astringes lung, stops sweating, astringes intestines, secures essence, stops bleeding, resolves toxin. Apply to chronic cough due to lung deficiency, sweating and night sweating, chronic dysentery and diarrhea, prolapse of the anus, emissions, gonorrhea, various hemorrhage, abscess swelling and sore.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00419.jpg,Astringent Medicinals
Ailanthi Cortex,Tree barks and root barks,The dried root bark or trunk bark of Ailanthus altissima (Mill.) Wingle (Simaroubaceae).,Primarily produced in northern China and Zhejiang.,"Bitter, astringent; cold","Clears heat, dries dampness, astringes to stop vaginal discharge, relieves diarrhea, stops bleeding. Apply to vaginal discharge, damp-heat diarrhea, chronic diarrhea, hemafecia, metrorrhagia and metrostaxis.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00342.jpg,Astringent Medicinals
Cyperi Rhizoma,Roots and rhizomes,The dried rhizome Cyperus rotundus L.(Cyperaceae),"Primarily produced in the Chinese provinces of Hunan, Zhejiang, Shandong.","Acrid, slightly bitter, slightly sweet, neutral","Moves qi, resolves depression, regulates menstruation, relieves pain. apply to stagnation of qi due to live depression, chest and abdominal swelling pain, indigestion, irregular menstrual periods, amenorrhea and dysmenorrheal, cold hernia pain, painful swollen breasts.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00109.jpg,Qi-regulating Medicinals
Ginkgo Semen,Fruits and seeds,The dried mature seed of Ginkgo biloba L. (Ginkgoaceae).,"Primarily produced in Chinese provinces of Guangxi, Sichuan, Hubei, Jiangsu.","Sweet, bitter, astringent; neutral; a bit toxic.","Constrains the lung and stabilizes panting, checks vaginal discharge and reduces urination. Asthma, cough due to phlegm; whitish vaginal discharge; white and turbish urine; anischuria; urinary frequency; unknown swelling toxin; nasal boil.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00153.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Bombyx Batryticatus,Zoological substances,The dried body of the larvae of Bombyx mori L that has been killed due to infection (or inoculation) of the fungus Beauveria bassiana (Bals.) Vuill.(Bombycidae).,"Primarily produced in the Chinese provinces of Guangdong, Jiangsu, Zhejiang, Sichuan.","Salty, acrid; neutral.","Dispels wind, calms fright, resolves phlegm, disperses binds. Apply to convulsions and hyperspasmia, throat swelling pain, submaxillary lymphadenitis, facial nerve paralysis, skin itching.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00379.jpg,Liver-calming and Wind-extinguishing Medicinals
Scorpio,Zoological substances,"The dried body of Buthus martensii Karsch.(Buthidae). Harvest from late spring until early autumn, cleaned of dirt, placed into boiling water or salted boiling water. Boiled until the whole body becomes stiff, and then scooped out and placed in a well-ventilated area and dried in the dark.","Primarily produced in the Chinese provinces of Henan, Shandong.","Acrid, neutral, toxic","Extinguishes wind, relieves convulsion, attacks toxin, disperses stasis, frees channels, stops pain. Apply to infantile convulsion, convulsion, stroke with facial paralysis, hemiplegia, tentanus, wind-damp impediment, headache, sores, scrofula.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00386.jpg,Liver-calming and Wind-extinguishing Medicinals
Euryales Semen,Fruits and seeds,The dried mature kernel of Euryale ferox Salisb.(Nymphaeaceae),"Primarily produced in the Chinese provinces of Jiangsu, Hunan, Hubei, Shandong.","Sweet, astringent, neutral","Supplements kidney, secures essence, supplements spleen, relieves diarrhea, eliminates dampness, relieves vaginal discharge. Apply to spermatorrhea, enuresis, frequency of urination, chronic diarrhea due to spleen deficiency, gonorrhea, and vaginal discharge.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00232.jpg,Astringent Medicinals
Ligustici Rhizoma et Radix,Roots and rhizomes,The dried root and rhizomes of Ligusticum sinense Oliv.(Apiaceae),"Primarily produced in the Chinese provinces of Sichuan, Hubei, Hunan, Jiangxi.",Acrid; warm.,"Dispels wind, disperse cold, eliminates dampness, stops pain. Apply to cold induced by pathogenic wind-cold, parietal headache, rheumatic arthralgia of limbs.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00061.jpg,Exterior-releasing Medicinals
Viticis Fructus,Fruits and seeds,"The dried matured fruit of Vitex trifolia L. var. simplicifolia Cham., Vitex trifolia L.(Verbenaceae).","Primarily produced in the Chinese provinces of Jiangxi, Zhejiang, Shandong.","Acrid, bitter, slightly cold","Dispels wind heat, clears and promotes head and eyes. Apply to wind heat common cold and headache, swelling pain in the gums, conjunctival congestion and delacrimation, dark and blurred vision, lightheadedness and dizziness.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00194.jpg,Exterior-releasing Medicinals
Corydalis Rhizoma,Roots and rhizomes,The dried tuberous rhizome of Corydalis yanhusuo W. T.Wang. (Papaceraceae),Primarily produced in the Chinese province of Zhejiang.,"Acrid, bitter, warm.","Invigorates blood, disperses stasis, moves qi, stops pain. Apply to chest impediment and heart pain, flank and abdomen pain, headache, waist pain, hernis pain, sinew and bone pain, dysmenorrhea, amenorrhea, postpartum blood stasis and abdominal pain, injury from falls.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00117.jpg,Blood-activating and Stasis-removing Medicinals
Artemisiae Annuae Herba,Whole herbs,The dried aerial portion of Artemisia annua L.(Asteraceae),Produced in all the Chinese provinces.,"Bitter, acrid, cold","Clears deficiency heat, cools blood, eliminates steaming, interrupts malaria. Apply to fever due to summerheat evil, fever due to yin deficiency, night fever and bring down in the morning, bone steaming and consumptive fever, malaria with cold and heat, damp-heat jaundice.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00281.jpg,Heat-clearing Medicinals
Crataegi Fructus,Fruits and seeds,The dried mature fruit of Crataegus pinnatifida Bge. var. major N. E. Br or Crataegus pinnatifida Bge.(Rosaceae).,"Primarily produced in the Chinese provinces of Henan, Hebei, Shandong.","Sweet, sour, slightly warm","Opens appetite, digests food, resolves stagnation, eliminates accumulation, invigorates blood, disperses stasis, resolves phlegm, moves qi. Apply to dyspeptic disease due to over consumption of meat, abdominal mass accumulation, abdominal swelling and fullness, abdominal pain due to stasis, phlegm and fluid retention, diarrhea, discharging fresh blood stool.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00203.jpg,Digestive Medicinals
Alpiniae Katsumadai Semen,Fruits and seeds,The dried nearly mature seed of Alpinia katsumadai Hayata (Zingiberaceae).,"Primarily produced in the Chinese provinces of Guangdong, Guangxi, Hainan.",Acrid; warm.,"Dries dampness, relieves intention, promoting qi-flowing, warms center, fortifies the stomach, digests food. Splenic and gastric stagnation of cold-damp, chest impediment of damp-warm, lost appetite, cold-dampness and vomiting, cheats and abdominal impediment, indigestion.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00160.jpg,Dampness-transforming Medicinals
Indigo Naturalis,Others,"The dried powder or lump made from the processed leaves or stems and leaves of Baphicacanthus cusia (Nees) Bremek., Polygonum tinctorium Ait or Isatis indigotica Fort. (Acanthaceae).","Primarily produced in the Chinese provinces of Fujian, Hebei, Yunnan.","Salty, cold","Clears heat, cools blood and eliminates spots, resolves toxin, clears liver, drains fire, calms fright. Apply to warm disease with heat, macula, nosebleed, vomiting of blood, infantile fright epilepsy, sore swelling, erysipelas, snake and insect bites.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00413.jpg,Heat-clearing Medicinals
Chebulae Fructus,Fruits and seeds,The dried mature fruit of Terminalia chebula Retz.(Combretaceae),"Primarily produced in the Chinese provinces of Guangdong, Guangxi, Yunnan.","Bitter, sour, astringent; neutral.","Astringes the lung and intestines, downbears qi, promotes throat, clears coolness and resolves toxin. Apply to lingering diarrhea, lingering dysentery, anal prolapsed, cough and dyspnea with phlegm, aphonia due to lingering cough.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00180.jpg,Astringent Medicinals
Moslae Herba,Whole herbs,"The dried aerial portion of Mosla chinensis Maxim., Mosla chinensis ‘Jiangxiangru’.(Lamiaceae)","Primarily produced in the Chinese provinces of Fujian, Hunan, Guangdong, Guangxi.","Acrid, sweet, warm.","Promotes sweating, resolves summerheat, moves water, disperses dampness, warms stomach, adjust the middle. Apply to affection of exotenous wind-cold in summer, headache and fever, aversion to cold without sweat, chest fullness and abdominal pain, vomiting and diarrhea, edema, beriberi.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00289.jpg,Exterior-releasing Medicinals
Lablab Semen Album,Fruits and seeds,The dried mature seed of Dolichos lablab L. (Fabaceae).,"Primarily produced in the Chinese provinces of Anhui, Shaanxi, Hunan, Henan.",Sweet; slightly warm.,"Fortified the spleen,harmonizes the center, transforms dampness, disperses summerheat. Apply to weakness of the spleen and stomachpoor appetite, loose stools, leukorrhagia, vomiting and diarrhea due to summer hygrosis, chest distress and abdominal distention.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00152.jpg,Tonifying Medicinals
Mori Folium,Leaves,The dried leaf of Morus alba L.(Moraceae),"Primarily produced in the Chinese provinces of Jiangsu, Zhejiang, Anhui, Sichuan.","Sweet, bitter, cold.","Dispels wind heat, clears lung, moistens dryness, calms liver yang, clears liver, brightens eyes, cools blood, stops bleeding.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00334.jpg,Exterior-releasing Medicinals
Glehniae Radix,Roots and rhizomes,The dried root of Glehnia littoralis Fr. Schmidt ex Miq. (Apiaceae).,"Primarily produced in Chinese provinces of Shandong, Jiangsu, Hebei, Liaoning.","Sweet, slightly bitter; slightly cold.","Nourishes yin, clears the lung, boosts the stomach, and engenders fluid. Apply to lung heat and dry-cough, pulmondeficiency due to long term cough with blood, hydrodipsia due to heat and fluid-damage.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00004.jpg,Tonifying Medicinals
Chrysanthemi Flos,Flowers,"The dried flower head of Chrysanthemum morifolium Ramat.(Asteraceae). Divided based on the different regions and processing methods into ‘Hang ju’, ‘Bo ju’, ‘Gong ju’, ‘Chu ju’.","Primarily produced in the Chinese provinces of Zhejiang, Anhui.","Bitter, slightly cold.","Clears heat, resolves toxin, calms the liver, brightens eyes, dispels wind, disperses heat.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00306.jpg,Exterior-releasing Medicinals
Chrysanthemi Indici Flos,Flowers,The dried flower head of Chrysanthemum indicum L.(Asteraceae),"Primarily produced in the Chinese provinces of Anhui, Jiangsu, Jiangxi.","Bitter, acrid, slightly cold.","Clears heat, resolves toxin, eliminates swelling. Inhibition of Staphylococcus aureus, bacillus, Streptococcus, Pseudomonas aeruginosa, Dysentery bacillus, influenza virus.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00316.jpg,Heat-clearing Medicinals
Phragmitis Rhizoma,Roots and rhizomes,The fresh or dried rhizome of Phragmites communis Trin.(Poaceae),"Primarily produced in the Chinese provinces of Anhui, Zhejiang, Hubei, Jiangsu.",Sweet; cold,"Clears heat, engenders fluid, eliminates vexation, stops vomiting, promotes urination. Apply to pyreticosis and dipsesis, vomiting due to gastric heat, cough due to lung heat, and vomit pus induced by lung abscess, heat stranguria and astringent pain.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00083.jpg,Heat-clearing Medicinals
Mantidis Ootheca,Zoological substances,"The dried egg and case of Tenodera sinensis Saussure, Statilia maculate (Thunberg) or Hierodula patellifera (Serville).(Mantidae). Also called ‘tuan piao xiao’, ‘chang piao xiao’, and ‘hei piao xiao’. Harvest from the late autumn to the following spring, removed foreign matter, boil to kill insect egg, and then dry.",Produced in most areas of China.,"Sweet, salty, neutral","Supplements kidney, secures essence, reduces urine, stops turbidity. Apply to emissions, enuresis and frequent urination, turbid urination.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00387.jpg,Astringent Medicinals
Cicadae Periostracum,Zoological substances,The sloughed exoskeleton left behind after of Cryptotympana pustulata Fabricius underfoes metamorphosis (Cicadidae).,"Primarily produced in the Chinese provinces of Henan, Hebei, Jiangsu, Sichuan, Shandong.",Sweet; cold.,"Scatters wind and eliminates heat, benefits the throat, vents rashes, relieves eye screens, resolves tetany. Apply to win-hot cold, throat pain, hoarse voice, rashes, rubella, red eyes and eye screen, convulsion, tetanus.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00370.jpg,Exterior-releasing Medicinals
Sophorae Flavescentis Radix,Roots and rhizomes,The dried root of Sophora flavescens Ait.(Fabaceae),"Primarily produced in the Chinese provinces of Henan, Hebei, Shanxi,etc.","Bitter, cold","Clears heat, dries dampness, dispels wind, kills worms. Apply to diarrhea due to damp heat, hematochezia due to intestine wind, jaundice, dysuria, edema, vaginal discharge, vaginal itch, abscess and tinea, lepra, skin itch, sore with damp toxin.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00018.jpg,Heat-clearing Medicinals
Arctii Fructus,Fruits and seeds,The dried mature fruit of Arctium lappa L.(Asteraceae),"Primarily produced in the Chinese provinces of Hebei, Jilin, Liaoning, Zhejiang, Heilongjiang.","Acrid, bitter, cold","Dispels wind heat, diffuses lung and outthrusts rashes, resolves toxin and benefits throat. Apply to wind-heat type common cold, cough with phlegm, measles and rashes, throat swelling and pain, mumps erysipelas, abscess and sore swelling and toxin.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00251.jpg,Exterior-releasing Medicinals
Zanthoxyli Pericarpium,Fruits and seeds,The dried mature pericarp of Zanthoxylum bungeanum Maxim.(Rutaceae),"Primarily produced in the Chinese provinces of Sichuan, Shaanxi, Hebei, Shandong.",Acrid; warm; slightly toxic,"Warms the center, stops pain, kills worms, stops itching. Unprocessed Hua jiao has slightly toxin, and strong warm and acrid nature, externally used to kill worms and stop itching, sore, eczema, and Itch of skin.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00182.jpg,Warming Medicinals
Amomi Fructus,Fruits and seeds,"The dried mature fruit of Amomum villosum Lour., Amomum villosum Lour. var. xanthioides T. L. Wu et Senjen, Amomum longiligulare T. L. Wu.(Zingiberaceae)","Primarily produced in the Chinese provinces of Guangdong, Guangxi. Imported sha ren is produced in Vietnam, Thailand, Myanmar, and Indonesia.","Acrid, warm","Transforms dampness, increases appetite, warms spleen, relieves diarrhea, regulates qi, calms fetus. Apply to retention of dampness in the middle, abdominal fullness and anorexia, deficiency and cold spleen and stomach, vomit and diarrhea, pernicious vomiting, restless fetal movements.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00254.jpg,Dampness-transforming Medicinals
Hordei Fructus Germinatus,Fruits and seeds,The dried sprouted fruit of Hordeum vulgare L.(Poaceae),Primarily produced all over China.,"Sweet, neutral","Moves qi, digest food, promotes spleen, opens appetite, returns milk, eliminates swelling. Apply to food accumulation and indigestion, abdominal swelling and pain, deficiency of spleen and little food intake, stagnation of milk and sweat, distention and pain of the breast, ablactation. Unprocessed mai ya can promote spleen and harmonizes stomach and frees mammary. Apply to deficiency of spleen and little food intake, stagnation of mammary and sweat.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00193.jpg,Digestive Medicinals
Nelumbinis Semen,Fruits and seeds,The dried mature seed of Nelumbo nucifera Gaertn.(Nymphaeaceae). The material removed Lian zi xin is called Lian rou.,"Primarily produced in the Chinese provinces of Hunan, Hubei, Fujian, Jiangsu, Zhejiang, Jiangxi.","Sweet, astringent, neutral","Supplements the spleen, stops diarrhea, promotes the kidney, astringes essence, nourishes heart, calms spirit. Apply to splenasthenic diarrhea due to spleen deficiency, emissions, leukorrhea, palpitation and insomnia.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00245.jpg,Astringent Medicinals
Inulae Flos,Flowers,"The dried flower head of Inula japonica Thunb., Inula Britannica L.(Asteraceae)","Primarily produced in the northeastern, northern, and northwestern areas of China, as well as Zhejiang, Jiangsu, Sichuan, Guangdong.","Bitter, acrid, salty, slightly warm.","Downbears qi, eliminates phlegm, moves water, stops vomiting. Apply to wind-cold cough, phlegm and fluid stagnation, chest fullness and distention, cough and panting with excessive phlegm, vomiting and ructation, epigastric fullness and rigidity.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00322.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Haematitum,Minerals,"The oxide mineral hematite, primarily composed of Fe2O3.","Primarily produced in the Chinese provinces of Shaanxi, Guangdong, Hebei.","Bitter, cold.","Calms liver, subdues yang, downbears counterflow, stops bleeding. Apply to dizziness and tinnitus, vomit, belching, hiccups, panting, hematemesis, epistaxis, metrorrhagia and metrostaxis.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00408.jpg,Liver-calming and Wind-extinguishing Medicinals
Stellariae Radix,Roots and rhizomes,The dried root of Stellaria dichotoma L. var. lanceolata Bge.(Caryophllaceae),"Primarily produced in the Chinese provinces of Gansu, Ningxia, Shaanxi, Inner Mongolia.","Sweet, slightly cold.","Clears heat, cools blood. Apply to steaming bone, chronic malaria with yin deficiency, infantile malnutrition and emaciated.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00118.jpg,Heat-clearing Medicinals
Picrorhizae Rhizoma,Roots and rhizomes,The dried rhizome of Picrorhiza scrophulariiflora Pennell.(Scrophulariacese),"Primarily produced in the Chinese provinces of Tibet, Sichuan, Yunnan.",Bitter; cold.,"Clears heat, cools blood, dries dampness. hectic fever due to yin-deficiency, hectic fever and night sweat, retarded growth in infants due to malnutrition, hygropyretic diarrhea and dysentery, jaundice, hematemesis, non-traumatic hemorrhage, swelling pains induced by conjunctival congestion, furuncles and ulcers, hemorrhoids and swelling toxicity.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00073.jpg,Heat-clearing Medicinals
Lycii Cortex,Tree barks and root barks,"The dried root bark of Lycium chinense Mill, or Lycium barbarum L.(Solanaceae).","Primarily produced in the Chinese provinces of Ningxia, Gansu, Henan, Hebei.",Sweet; cold.,"Cools blood, eliminates steaming, clear the lung, downbears fire. Apply to yin deficiency and hectic fever, hectic fever and night sweat, dyspnea and coughing due to lung-heat, hematemesis, and non-traumatic hemorrhage.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00343.jpg,Heat-clearing Medicinals
Panacis Quinquefolii Radix,Roots and rhizomes,The dried root of Panax quinquefolium L.(Araliaceae),Primarily produced in Canada and the USA.,"Sweet, slightly bitter, slightly cold.","Supplements qi, nourishes yin, clears heat, engenders fluid. Apply to deficiency of vital energy and yin-fluid, calor internus, coughing with asthma, bloody phlegm, thirst and fatigue due to asthenic fever, diabetes, dry mouth and pharynx. Anti-fatigue, anti-oxidation, anti-stress, inhibit platelet aggregation, reduce blood coagulation, besides that it also has effect of adjusting blood glucose to diabetes patients.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00113.jpg,Tonifying Medicinals
Luffae Fructus Retinervus,Fruits and seeds,The dried vascular bundles from the dried mature fruit of Luffa cylindrical (L.) Roem.(Cucurbitaceae),"Produced all around China, the best quality is produced in the Cixi region of Zhejiang and Jiangsu.","Sweet, neutral","Frees channels, invigorates blood, dispels wind. Apply to impediment and convulsion, swelling pain of chest and flank, neurdeficiency.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00206.jpg,Wind-damp-dispelling Medicinals
Eriobotryae Folium,Leaves,The dried leaf of Eriobotrya japonica (Thunb.) Lindl.(Rosaceae),Primarily produced in the areas of south of Yangtze River of China.,"Bitter, slightly cold.","Clears lung, stops cough, downbears qi and stops vomiting. Apply to cough due to lung heat, inverse qi and panting, vomiting due to stomach heat, hiccup.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00333.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Saigae Tataricae Cornu,Zoological substances,The horn of Saiga tatarica Linnaeus.(Bovidae),"Primarily produced in Xinjiang, Tibet, Qinghai, Inner Mongolia.",Salty; cold,"Calms the liver, extinguishes wind, clears the liver, brightens eyes, resolves blood stasis, resolves toxin. Apply to fright epilepsy with high fever, coma and convulsion, eclampsia, epilepsy, headache and dizziness, eye screen, heat toxin with skin eruption, sore and abscess toxin.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00381.jpg,Liver-calming and Wind-extinguishing Medicinals
Bambusae Caulis in Taenias,Stems and woods,"The dried center layer of the stem of Bambusa tuldoides Munro, Sinocalamus beecheyanus (Munro) Mc-Clure var. pubescens P. F. Li, Phyllostachys nigra (Lodd.) Munro var. henonis (Mitf.) Stapf ex Rendle.(Poaceae)","Primarily produced in the central southern, eastern, and southwestern regions of China.","Sweet, slightly cold.","Clears heat, transform phlegm, eliminates vexation, stops vomiting. Apply to phlegm-heat cough, cholic fire with phlegm, feverish dysphoria and vomiting, shock and insomnia, aphasia with stiff tongue, vomiting due to gastric heat, morning sickness and restless fetus.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00149.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Oryzae Fructus Germinatus,Fruits and seeds,The dried sprout mature fruit of Oryza sativa L.(Poaceae).,Produced throughout the rice-producing regions of China.,Sweet; warm,"Disperses food, harmonized the center, fortifies the spleen, opens the stomach. Apply to accumulation of food in the stomach and intestine due to indigestion, abdominal distention and foul breath, weakness of the spleen and stomach, loss of hunger and anorexia. Parched rice grain sprouts for promoting digestion, loss of hunger and anorexia. Scorched rice grain sprout to dissipate dyspeptic disease. Used for dyspeptic disease.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00170.jpg,Digestive Medicinals
Isatidis Radix,Roots and rhizomes,The dried root of Isatis indigotica Fort. (Brassicaceae).,"Primarily produced in the provinces of Henan, Hebei, Anhui, Jiangsu, and northeastern China.",Bitter; cold.,"Clears hear, resolves toxin, cools the blood, benefits the throat. Apply to eruptions due to epidemic heat syndrome, headaches caused by chronic fever, epidemic disease characterized by swelling and redness of face, dark purple crimson tongue, scarlet fever, erysipelas, mumps, pharyngitis, swelling sores, chicken pox, measles, hepatitis, influenza, epidemic meningitis, Japanese B encephalitis, pneumonia, coma, hematemesis and non-traumatic hemorrhage, swelling throat, acute scleritis, sore and eruption.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00034.jpg,Heat-clearing Medicinals
Lasiosphaera Calvatia,Seaweeds and fungi,"The dried fruiting body of Calvatia gigantea (Batsch ex Pers.) Lloyd, Lasiosphaera fenzlii Reich and Calvatia lilacina (Mont. et Berk.) Lloyd (Lycoperdaceae).","Primarily produced in the Chinese provinces of Inner Mongolia, Gansu, Hebei, Shaanxi.",Acrid; neutral,"Portioned stops bleeding, clears the lung, promotes throat, resolves heat.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00001.jpg,Heat-clearing Medicinals
Magnetitum,Minerals,"The oxide mineral magnetite, primarily composed of Fe3O4. Among the merchandise, attracting-iron one is ‘Huo ci shi (living ci shi)’; disattracting-iron one is ‘Si ci shi (dead ci shi)’.","Primarily produced in the Chinese provinces of Liaoning, Jiangsu, Guangdong, Anhui.",Salty; cold.,"Calms the liver and subdues yang, calms the spirit, sharpens hearing and brightens the eyes, promotes qi absorption to calm panting. Apply to dizziness, blurred vision, deafness, tinnitus, fright, insomnia, dyspnea due to kidney deficiency.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00400.jpg,Shen-calming Medicinals
Aquilariae Lignum Resinatum,Stems and woods,"The resinous wood of Aquilaria sinensis (Lour.) Gilg (Thymelaeaceae). Harvested year-round; the resinous wood is cut out and the non-resinous portion is removed, and then dried in the dark.","Primarily produced in the Chinese provinces of Guangzhou, Hainan, Guangxi, Fujian, Taiwan.","Acrid, bitter; slightly warm.","Moves qi and relieves pain, warms the center and stops vomiting, promotes qi absorption and calms panting. Apply to chest and abdominal swelling pain, gastric cold and vomiting and hiccoughs, deficiency of kidney and inability to breathe due to adverse rising of qi.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00421.jpg,Qi-regulating Medicinals
